STRUCTURE,STRUCTURE_ID,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PT17,2021,8.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PT17,2022,9.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PT18,2021,6.9,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PT18,2022,9.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PT2,2021,,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PT2,2022,,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PT20,2021,,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PT20,2022,,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PT3,2021,9.5,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PT3,2022,9.6,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PT30,2021,9.5,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PT30,2022,9.6,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RO,2021,2.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RO,2022,2.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RO1,2021,1.8,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RO1,2022,1.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RO11,2021,1.9,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RO11,2022,1.6,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RO12,2021,1.8,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RO12,2022,,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RO2,2021,3.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RO2,2022,3.4,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RO21,2021,4.6,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RO21,2022,4.4,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RO22,2021,2.0,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RO22,2022,2.1,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RO3,2021,2.0,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RO3,2022,1.5,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RO31,2021,1.8,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RO31,2022,1.4,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RO32,2021,2.4,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RO32,2022,1.7,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RO4,2021,2.0,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RO4,2022,2.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RO41,2021,3.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RO41,2022,2.8,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RO42,2021,,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RO42,2022,,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RS,2021,8.0,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RS,2022,8.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RS1,2021,5.7,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RS1,2022,6.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RS11,2021,5.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RS11,2022,6.4,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RS12,2021,6.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RS12,2022,5.9,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RS2,2021,10.3,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RS2,2022,10.5,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RS21,2021,12.6,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RS21,2022,12.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RS22,2021,7.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,RS22,2022,7.6,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SE,2021,13.6,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SE,2022,13.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SE1,2021,15.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SE1,2022,13.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SE11,2021,18.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SE11,2022,14.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SE12,2021,12.7,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SE12,2022,12.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SE2,2021,13.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SE2,2022,13.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SE21,2021,13.9,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SE21,2022,14.6,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SE22,2021,12.7,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SE22,2022,11.7,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SE23,2021,13.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SE23,2022,15.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SE3,2021,10.9,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SE3,2022,11.6,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SE31,2021,10.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SE31,2022,11.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SE32,2021,15.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SE32,2022,14.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SE33,2021,8.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SE33,2022,10.6,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SI,2021,4.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SI,2022,4.6,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SI0,2021,4.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SI0,2022,4.6,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SI03,2021,4.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SI03,2022,4.6,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SI04,2021,4.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SI04,2022,4.7,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SK,2021,4.3,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SK,2022,4.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SK0,2021,4.3,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SK0,2022,4.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SK01,2021,7.0,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SK01,2022,8.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SK02,2021,3.9,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SK02,2022,4.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SK03,2021,4.4,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SK03,2022,4.0,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SK04,2021,3.5,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,SK04,2022,4.4,
